278,1,3,86,61,35224347
291,2,0,1,40,583
1776,3,0,1,47,0
299,3,0,3,35,1801115
557,3,0,1,40,371
128,4,3,722,46,17251188
692,3,3,21,41,1405795
586,1,0,1,47,194
632,0,0,1,74,334
167,3,3,688,26,16642381
320,1,25,720,19,31341780
101,0,0,76,25,3802723
3538,4,2,149,62,8802953
1025,1,7,35,51,25486791
484,3,4,193,66,58666865
1289,1,4,81,37,9014026
552,2,0,1,19,33918
206,3,12,197,38,9947441
348,2,3,27,17,6478086
885,3,0,23,63,10975464
622,2,1,16,34,1284839
872,2,6,118,46,8890463
2302,2,0,1,61,1395071
716,1,177,2813,68,50957316
3341,2,17,288,60,51774332
204,0,1,100,44,5115687
140,2,0,1,18,167
578,1,0,1,51,116
340,2,2,147,54,33622029
1109,3,2,124,33,13228872
748,1,0,18,54,791955
995,3,0,1,69,12701256
894,1,0,28,38,1916065
163,4,0,1,32,18534
663,2,3,165,26,24417274
288,2,95,2052,48,16262943
340,4,0,1,37,0
586,2,0,3,75,714495
115,3,1,12,62,3198464
552,2,68,1327,58,42163633
677,0,12,48,47,686436
473,3,0,36,37,66797944
105,4,0,1,70,0
755,1,3,1084,22,68446276
719,3,320,9451,60,46026055
188,3,93,1522,49,19189737
308,3,7,66,36,28148068
327,1,3,96,26,23930240
1190,2,15,335,77,147422
1515,0,0,128,70,12268119
622,3,0,1,64,1836
163,3,0,11,51,30576054
1014,3,2,89,49,20218099
1485,2,2,36,47,4720047
91,4,34,1134,36,6731468
1519,2,4,21,67,71957116
341,4,1,72,40,40759249
1076,0,0,16,78,18312457
2032,1,137,1072,38,46646742
431,4,0,70,27,50024958
120,1,0,1,17,1
385,2,0,1,69,0
255,3,0,44,31,5789173
1755,4,2,51,52,21072802
138,2,0,1,84,0
792,3,0,1,67,10215627
217,4,2,213,48,26160727
314,1,327,13310,52,59553817
1791,0,0,1,49,5119
720,1,1,18,32,17182124
144,3,2,51,20,39159582
1018,3,116,2519,36,54422674
256,2,14,146,44,18328949
195,2,0,60,40,8315924
1186,0,0,8,47,283579
797,1,0,1,68,1456
1550,2,39,1973,99,100326167
21224,0,0,3,20,44327494
414,2,0,1,41,342
3000,3,1,21,31,1574935
228,1,14,419,40,13866779
3533,3,4,260,59,98697165
866,2,0,1,62,1256
1013,4,8,222,49,44120704
574,3,0,36,38,13590515
453,4,1,74,29,3650000
139,3,1,84,34,1910605
788,1,1,52,57,2556073
218,3,0,1,48,1266
259,2,1,11,66,41378966
7633,2,0,1,24,778216
319,3,0,288,65,12853996
736,3,20,509,66,34548997
404,2,1,88,47,10733357
251,2,0,10,58,8796771
991,2,2,1,38,55739117
419,3,48,1457,32,39209255
248,1,0,9,90,1974360
437,3,5,207,33,24606547
1311,2,5,33,47,13332139
146,2,2,337,27,53136666
443,3,14,261,18,93749671
155,0,1,38,28,53993878
2869,3,0,6,23,8691929
388,1,11,341,47,14601814
378,2,22,494,26,31014438
344,2,0,26,55,9020399
357,3,0,1,69,504125
637,3,64,1037,51,18154711
616,3,0,16,26,25194808
462,0,6,206,51,55621585
147,3,0,3,54,466527
72,3,0,3,38,17854
260,2,11,391,77,42001478
1279,3,1,17,29,1271859
344,2,1,36,75,4863896
4111,0,1,46,118,3442530
295,3,0,1,36,0
86,3,0,1,64,633094
256,2,0,1,28,22432902
2275,3,1,74,78,25064680
128,3,0,3,40,77780
683,1,4,11,59,530255
155,4,0,1,45,317323
3425,3,0,11,15,6764
1171,0,0,1,91,1739217
1367,1,0,1,28,780055
187,0,23,292,29,13920895
786,0,0,34,84,3121405
427,1,0,16,26,19428655
1770,2,3,31,36,10277496
101,3,3,67,101,1297020
433,0,14,833,40,63785815
1322,0,0,1,56,1712
670,2,263,4345,16,36767685
623,2,0,23,46,4217742
817,2,0,1,38,7624605
1437,1,0,3,52,189883
275,3,0,12,35,2084142
216,2,0,25,15,12076746
127,3,0,1,57,66811
513,0,2,6,55,5252731
396,2,1,60,38,13050107
192,3,2,1220,40,13225700
1860,4,9,141,23,22120153
424,2,12,67,52,5032659
228,3,0,9,150,1221146
788,2,0,1,25,720
156,3,2,8,45,9956779
910,3,16,877,64,69883662
374,0,8,395,35,32209411
286,3,1,1,53,316703
710,0,7,229,28,232541
210,4,0,1,39,0
276,1,4,73,48,56683542
321,3,1,13,45,54796888
122,4,0,6,42,1642756
278,4,0,1,28,0
732,3,26,1370,31,8175976
388,2,0,1,49,638188
885,4,1,391,40,5535630
283,0,4,203,42,3157525
1505,2,41,1606,55,14442307
98,4,0,1,65,419321
667,1,472,14835,92,68976597
1595,3,111,1235,49,12104642
66,4,0,3,47,8197
113,4,0,10,54,61645765
678,1,0,101,48,514026
486,3,10,441,70,58188991
489,3,8,74,33,44221298
384,2,1,1,48,277790
850,2,1,1,41,399560
803,1,0,1,44,0
4374,3,11,103,66,41183922
813,3,0,1,31,369
488,2,0,1,33,260404
161,2,1,6,28,3851650
163,0,29,441,21,1858922
290,3,0,1,78,69503
436,4,83,1444,23,16945574
786,4,0,1,61,1251
221,1,0,19,56,1914659
402,2,0,1,35,0
337,3,0,6,77,10280762
273,2,0,1,31,0
1916,2,17,1332,107,104206324
25248,4,1,17,23,42446442
557,2,5,102,52,31512971
627,3,2,102,49,10119758
615,0,0,1,33,5909
192,3,9,173,31,6278215
712,0,4,814,33,10382231
159,2,0,81,21,1114849
1093,2,0,15,19,10362026
561,0,36,351,55,49531591
100,2,1,42,85,652315
1013,2,0,11,22,4356291
355,2,2,551,47,26276027
15709,3,0,1,38,1374
89,3,1,1,34,16517264
877,3,1,1,51,85193208
1021,3,15,692,54,44238828
165,3,0,11,16,20704844
187,4,1,13,34,96536
64,3,3,16,80,23507433
2121,2,20,709,23,6055780
987,0,2,23,84,7324565
2586,2,0,9,29,339805
873,1,2,1,67,3022726
105,4,11,544,38,38294426
196,3,15,223,36,24820680
162,2,26,434,58,36917138
1077,4,0,41,41,853559
310,3,33,577,29,14743875
342,4,0,12,51,1978968
770,4,0,10,67,1464414
248,2,0,17,58,14427748
177,1,6,462,92,21346586
398,1,7,61,30,8532130
232,3,0,1,38,0
231,0,2,20,78,11669381
1839,0,7,106,47,27631297
319,1,0,8,107,4130542
271,4,37,859,63,53288725
144,4,2,92,41,1115307
164,2,0,1,37,769
100,2,0,1,58,16082722
558,3,1,0,67,10487184
202,4,0,92,32,12443777
796,4,0,3,64,615621
1419,4,0,2,30,508443
388,2,0,32,49,29180388
1538,4,0,0,26,1801468
931,1,0,21,33,1259711
398,3,6,205,61,29461801
535,3,4,75,36,29858249
825,3,28,380,41,6057858
410,3,4,73,24,140320
149,4,0,1,23,565
431,4,4,33,57,5974166
1959,0,58,806,69,60037609
540,2,1,8,23,5263992
345,4,0,2,22,919787
2251,1,2,27,83,13467150
666,2,139,4007,52,36157821
1171,1,9,310,42,7776498
367,4,15,585,20,64516094
6263,3,0,1,24,2747549
240,3,0,1,29,0
60,4,0,1,17,3448318
1645,1,0,55,42,12806934
5362,3,0,1,25,825
624,1,5,6,36,2091483
1199,3,12,721,39,29284749
171,4,0,1,60,408
898,3,0,1,67,0
1778,1,0,3,40,1920410
302,3,0,1,57,650
767,1,0,1,34,3664988
4846,1,41,427,52,11214855
70,3,1,10,43,20818360
904,0,0,0,19,2152049
280,1,5,3968,82,37358006
754,2,0,1,52,0
693,4,3,21,39,9513663
726,4,0,187,26,18099517
91,3,8,692,26,56867961
572,2,0,1,36,1274
834,1,0,35,72,20018192
643,1,1,97,79,8144679
582,1,0,85,26,16044933
351,4,0,1,38,17578
2309,1,4,246,103,19855604
1867,2,0,13,53,1241148
521,0,143,2826,32,18316554
97,0,0,3,43,1305620
1139,4,0,1,23,5384259
125,1,1,71,37,9792359
748,1,270,8574,83,34986215
332,3,14,1,26,3558459
338,0,0,1,44,811071
128,3,3,26,45,1740178
134,2,24,344,64,44142326
184,1,0,8,79,40249395
940,0,0,6,32,10917863
464,2,0,1,44,47660050
244,3,0,25,85,12657504
136,3,5,76,46,893043
574,2,10,104,29,6650981
1235,1,91,1119,37,39917705
631,1,1,164,78,72646866
98,1,1,8,59,18619902
1216,1,1,20,41,1288820
533,2,8,173,49,5191184
315,2,3,463,38,35085324
412,3,47,1335,47,26605591
1036,3,0,2,40,5306456
1850,0,0,27,45,16332085
121,3,3,241,28,15599352
1067,3,3,104,61,15120613
218,4,0,1,52,0
292,1,30,423,23,13227199
1259,2,8,214,65,22724561
609,3,0,1,18,70919
2078,1,41,779,115,29022031
558,0,0,1,57,5123064
134,2,0,1,57,10897
1847,1,5,41,59,927435
811,1,0,1,38,280
339,1,53,1322,70,75390645
249,1,0,1,19,22194854
700,1,0,67,45,1904027
311,4,0,1,37,867527
826,3,0,1,57,1701
505,1,36,1219,62,90442989
276,3,17,436,40,7675433
448,2,0,1,13,1293711
162,3,4,67,42,22413759
668,4,0,37,37,3433009
170,2,4,918,46,58422698
1851,0,0,19,26,2604268
1047,3,0,4,77,6865939
616,0,3,71,83,23500470
1859,2,0,27,14,4751892
234,3,0,1,47,0
693,1,0,17,45,32562339
254,3,0,6,48,1178524
573,4,35,1296,82,30820006
316,4,0,8,30,410727
322,1,0,1,38,1322
114,4,0,441,71,16012225
1219,2,9,667,72,21474974
336,2,0,1,75,2659
237,1,0,1,28,0
93,4,1,254,24,1662343
284,1,2,12,32,19665357
578,4,0,6,24,1809449
1311,3,422,7006,77,56196074
610,4,52,543,84,23733442
2960,0,0,1,44,744
1573,1,7,168,142,16273910
1234,1,5,124,41,282102
91,2,4,11,33,1959923
366,2,21,176,38,21595506
2927,4,0,1,28,240314
739,4,0,3,73,1381757
353,3,0,1,65,885
211,0,0,1,15,209
454,3,6,83,69,50850785
1175,2,0,1,87,1059
623,1,20,185,49,2853982
600,2,39,609,38,86982307
369,1,39,606,67,38289057
330,3,47,979,34,20654221
829,3,0,6,35,4822144
909,4,0,49,37,24382850
1971,2,28,604,28,27347685
538,0,1,1,74,3917
858,1,11,145,67,3908844
2917,3,0,1,91,0
472,1,0,32,27,4798498
703,3,0,1,60,500
205,3,27,402,67,67401232
355,4,6,498,95,35338966
250,4,0,27,45,7414658
1552,1,1876,52583,36,42488163
1578,3,0,1,32,202679
1488,2,3,23,35,10682865
390,1,2,146,47,12165262
2459,4,0,1,33,0
546,1,0,1,45,439
278,4,5,35,44,1271742
4322,2,0,1,56,16593121
1513,1,67,1191,24,514458
2071,2,0,19,69,1639467
117,3,0,1,18,82040
341,1,0,1,48,864
810,1,3,726,114,34176108
1604,1,1,73,54,10050654
361,2,16,1414,31,23701403
491,3,0,16,65,25380053
440,2,3,98,44,95770560
629,2,41,355,59,45898001
204,0,0,1,34,1423
488,0,0,1,35,258
177,1,1048,21937,36,88833841
2217,2,0,34,38,9138551
251,0,0,3,21,3273334
709,3,0,16,23,38876839
2244,4,0,1,37,553
703,1,28,1256,36,11663381
21177,2,1,1,31,8543951
753,2,0,1,50,2635
226,4,0,1,25,518192
1017,2,0,35,46,33534286
1028,2,1,6,24,25057653
407,0,71,1591,41,25510466
290,3,0,23,23,5525707
543,2,24,427,37,7036306
828,3,71,1736,32,52262067
256,2,0,3,53,3391786
119,1,0,-5,18,9990860
1489,0,0,1,91,1811569
176,1,45,595,25,1347927
309,2,16,436,55,7063126
1001,2,0,1,67,604219
627,1,139,2406,57,73785749
908,2,0,1,60,752
1514,2,1,150,65,13241544
1102,4,254,4019,54,40818084
1849,4,2,181,22,41050746
1118,4,0,1,22,2933
499,2,2,74,49,5167795
376,4,0,29,59,45286757
406,2,0,108,64,1088622
795,2,41,407,36,46916699
691,0,1,11,20,1911301
199,4,5,77,16,5022639
138,3,1,95,31,31638364
1627,2,0,1,70,5709287
283,4,0,67,29,682283
504,2,15,441,48,3803369
454,1,0,6,112,19946531
556,4,12,847,25,59181451
245,0,0,556,31,1793836
394,2,0,1,64,241
346,3,1,1,31,1654044
271,3,0,44,29,37592068
432,0,4,718,40,70099614
3624,0,0,1,33,251
300,2,4,90,31,12702112
1837,3,1,169,43,26613161
124,4,0,13,35,24949336
620,0,9,414,63,17685195
117,3,46,790,40,62647319
10024,3,0,72,46,4082652
6240,0,0,8,76,7787264
171,3,0,1,29,0
2519,2,0,3,75,21352865
233,2,7,252,16,38055329
637,1,0,28,36,58250544
441,2,3,56,23,1364009
746,1,0,40,66,2231666
150,4,15,167,46,17878486
207,2,2,74,39,20226558
1052,2,0,18,34,29567140
107,4,50,789,55,45190167
981,1,0,1,27,619788
930,2,0,1,49,27480972
305,2,13,86,24,20396742
796,2,2,172,21,7406641
304,4,29,274,32,48734584
146,0,0,1,48,128
202,4,0,1,29,0
1050,4,0,3,70,85316
131,2,1,1,30,5490033
247,2,2,26,24,275900
1524,0,0,3,58,4055700
293,1,0,1,58,257852
1575,3,12,261,50,54857807
37,1,1,38,28,2901566
572,2,0,1,76,3611750
236,1,0,1,71,737
740,4,1,56,15,33952122
90,2,127,1637,54,41610982
2055,2,3,196,71,5265604
200,2,0,1,63,22809328
688,3,40,506,53,26267255
440,1,11,382,48,53263645
227,3,0,1,83,0
1233,4,0,3,93,52967365
215,2,0,6,22,179126
362,1,5,355,53,65084619
40,3,0,8,40,5045828
498,3,0,1,55,358
370,2,0,1,93,0
306,3,1,59,28,31858171
707,1,3,146,69,70612989
1192,1,1,23,48,32660735
773,2,0,1,33,21433445
619,3,0,24,50,3990835
111,1,6,1384,32,43340231
471,3,2,40,39,11557404
274,2,0,40,62,1925440
6528,4,0,1,50,2901
277,1,96,2813,61,40892140
3362,2,0,31,75,49690611
549,0,0,1,111,6971093
405,1,2,259,32,46279359
414,2,2,387,66,11335572
298,3,0,1,41,0
262,2,1,65,30,33276573
459,4,122,4230,41,107133458
835,2,156,2133,64,34052428
290,3,6,72,32,32015063
682,1,0,1,92,1110
416,1,51,2092,50,91111977
553,3,58,1833,40,37942610
250,3,0,1,51,0
736,1,1,17,86,33161773
70,4,0,8,66,100200
2114,0,21,582,65,49666661
250,0,18,1049,50,35284203
2426,1,0,1,35,999
686,4,3,46,29,17934484
1311,4,1,298,54,40003326
1223,2,119,2413,23,60405429
177,1,68,749,23,20080518
1743,4,70,1870,68,5643493
401,4,0,1,22,1554
803,1,0,1,45,1211496
339,4,0,1,57,292
163,2,0,1,45,5439370
612,3,0,1,91,0
1872,4,0,27,42,10864
66,4,41,1900,91,61764567
321,4,0,6,66,444510
121,2,43,933,45,45288308
402,4,0,26,40,12170917
278,1,0,1,74,0
353,4,0,1,17,0
511,3,1,1,90,1385027
220,3,38,1753,42,58751030
794,3,0,63,15,10812118
69,4,0,1,29,0
664,1,0,1,40,6281589
712,2,0,1,42,0
585,2,15,296,102,2123088
166,1,0,1,74,1931
551,2,33,697,57,32713336
600,2,0,5,105,2322492
468,2,0,1,111,0
292,1,1,102,27,4665214
4464,3,0,1,72,0
526,1,9,223,55,58770823
496,3,0,20,30,32438844
102,1,11,250,41,19271052
247,1,0,6,34,354642
603,2,10,59,34,431660
547,2,0,1,78,15895063
309,4,0,3,32,67322
546,3,3,60,32,21170226
375,4,0,11,39,4570948
523,2,0,10,103,3005640
3780,1,37,843,43,38625962
711,2,0,1,33,8013752
3692,2,0,6,19,17395815
15286,4,0,19,45,2680697
388,3,0,1,31,1312
761,2,197,3875,45,47096079
200,4,0,5,48,166226
1047,3,242,4138,40,11755802
1493,2,164,2595,44,32824115
737,0,47,1171,85,5640837
1210,2,3,31,51,48658735
1750,2,32,2259,40,78279713
635,4,0,1,22,1213770
1367,4,0,1,20,15936
6882,0,3,308,77,30167571
281,3,10,89,35,17361978
922,0,1,190,21,52328323
2501,2,1,335,38,24956800
1008,4,0,8,57,2595243
276,3,274,4358,25,104985722
310,0,1,6,23,849910
539,0,2,135,33,79763316
113,3,13,603,27,26863142
1612,3,0,1,32,0
798,4,0,1,31,453
445,0,12,324,40,12445590
158,4,5,145,57,19556475
1870,1,1,20,62,10184608
367,2,3,1,55,4988
581,2,16,1907,93,28526955
273,3,71,664,39,15724523
129,4,4,41,52,3288618
1743,1,1,21,103,16492836
716,2,2,15,91,17616177
1256,3,0,1,48,0
4216,2,7,35,47,37533669
494,4,0,1,41,267946
656,4,113,3228,39,29196936
4680,4,0,6,41,1727822
98,1,168,3348,96,51065153
1878,1,0,25,42,1429489
2076,1,0,1,60,22702938
485,4,2,71,54,6334006
1041,1,145,4029,38,63196485
697,1,0,3,34,350691
553,1,165,3090,36,65840676
173,4,11,1735,26,62818426
326,3,0,1,17,3980944
99,4,5,1892,41,33531869
711,0,2,336,90,9130338
821,2,0,1,36,164833
230,1,2,40,30,40596514
54,4,0,11,30,6478551
657,1,5,171,58,41381987
389,3,0,1,52,1472
894,1,19,375,56,27325485
209,2,33,493,53,41989576
389,2,15,153,55,1629830
330,3,0,24,20,1981357
477,4,1,1,28,53098
148,4,1,6,34,653940
285,0,0,32,61,5608893
256,4,0,11,57,4049227
1026,4,0,1,31,1313
730,1,0,22,22,4955111
164,4,2,446,60,53977517
558,3,0,178,34,960565
260,2,0,137,33,23838461
218,1,0,13,41,1119001
379,1,0,3,24,1294195
292,2,53,585,47,35044514
1284,1,28,506,61,55621454
595,4,0,15,51,16935985
390,1,0,1,43,322
654,3,0,43,32,14507343
452,4,1,123,32,2849998
550,0,78,3507,58,84694223
204,3,0,11,25,2854561
583,1,0,203,78,4271999
173,2,0,1,36,1974838
51,3,8,798,37,20193265
986,3,0,1,25,271989
686,4,0,37,52,32064463
896,3,0,1,35,0
1087,2,0,134,53,25237785
236,4,0,21,32,10171978
267,4,0,6,63,69070
832,2,7,335,46,49011101
7774,1,7,104,47,54279244
1317,1,0,18,71,18951
764,3,16,104,94,20986639
370,4,0,47,76,2431828
576,0,13,1364,27,49972963
401,2,2,105,15,24182035
2705,4,0,1,141,772
1042,4,0,1,18,2335812
387,3,0,1,43,0
2055,4,3,123,45,54047124
517,2,419,8907,45,54753193
503,1,0,9,61,949105
300,3,0,104,39,2449872
1574,0,0,1,83,19984773
418,2,0,1,33,6129269
615,1,7,584,51,59150438
183,4,0,11,42,9503955
329,1,0,1,77,720
239,1,6,58,49,14951988
2012,1,0,1,45,1330
600,0,18,136,44,1704889
795,0,50,991,98,828878
381,2,24,25,50,6890389
570,1,51,1081,37,76627989
192,4,0,1,36,0
1190,0,186,6239,72,13322063
855,3,0,1,15,984
148,3,0,11,30,3445968
71,3,0,4,42,4500571
264,2,3,390,43,58541531
990,1,0,1,46,21295
175,2,12,363,31,11901864
591,0,0,1,45,0
1894,2,117,1789,116,59974015
288,2,4,70,58,30590850
159,3,0,1,42,2239344
96,4,0,1,63,417
547,3,3,105,52,5274232
222,2,6,28,70,4579937
504,3,0,6,38,52801414
441,1,233,3376,46,44340374
67,4,0,49,26,2335233
1653,1,0,1,49,2774
75,2,4,55,42,5084162
458,2,6,678,37,19964567
1676,4,0,1,21,36707
213,0,0,1,16,137
609,2,114,1359,54,65651085
2147,1,178,16548,73,52885545
73,2,0,15,41,515830
643,4,1,7,27,6303712
332,4,3,11,67,8377603
683,1,8,360,51,73888970
668,4,1,41,38,1037705
508,1,4,39,53,7218156
686,2,28,1114,51,74300793
1031,1,4,98,81,5433212
362,0,0,1,59,372
1359,4,0,1,33,2938834
2804,1,0,68,55,16176993
1384,1,50,679,39,10251624
273,3,185,2693,67,47728396
1277,1,0,1,48,1676
204,0,9,374,21,45426504
446,2,16,895,32,34482345
515,0,13,115,50,5861609
803,0,0,1,70,831
499,2,8,54,22,21579134
520,2,11,466,23,34819881
310,4,1,1,53,1807782
177,2,18,821,19,55460955
48,1,20,2853,48,25473372
196,3,0,31,20,32243352
384,3,7,119,26,4251498
1904,4,1,66,47,20995475
306,3,0,1,29,1861
149,4,0,4,39,928930
1385,2,1,13,38,5381730
664,3,9,539,49,29905529
522,1,1,1,58,1499583
1149,3,3,120,84,54171198
477,4,0,1,37,553
1473,2,1,53,45,13985313
353,2,1,139,68,10449839
847,1,0,53,35,12994382
143,3,0,16,47,19207063
74,1,14,596,72,11051445
293,1,0,1,26,0
244,1,13,782,57,78566645
491,4,21,50,53,16308809
478,1,165,3667,56,79834323
349,2,3,9,38,13172210
293,3,0,84,21,9061049
337,2,0,29,94,16891920
605,3,539,11623,37,63747250
1322,1,0,1,24,27404254
260,2,107,1687,23,28500561
322,2,0,1,51,34537
125,4,2,49,31,13338926
432,3,0,1,25,7191806
355,2,111,1927,45,53762672
374,3,0,81,42,26893440
469,4,0,1,30,742
1354,2,1,97,28,29365938
328,4,0,1,57,1
1098,0,10,213,45,34300646
166,3,0,1,30,0
1584,3,6,473,21,19030505
2122,3,2,39,45,13228699
131,2,0,38,45,166199
837,1,0,1,43,6949025
201,1,1,259,43,87694536
498,1,1,302,53,35825591
2197,4,0,6,57,1718407
904,2,0,21,40,11504321
594,2,16,214,22,5679051
809,3,0,16,78,56270470
856,2,6,11,44,22119516
1056,1,19,151,32,8838566
269,4,0,8,29,7984876
